date,conditional_vol,std_residuals,ta_rsi_14d,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,spread_1_2,spread_2_3,spread_3_4,spread_4_5,brazil_minas_gerais_avg_temp,brazil_minas_gerais_precipitation,vietnam_ho_chi_minh_avg_temp,vietnam_ho_chi_minh_precipitation,colombia_antioquia_avg_temp,colombia_antioquia_precipitation,indonesia_sumatra_avg_temp,indonesia_sumatra_precipitation,cot_noncomm_net,brl_usd_exchange_rate,oil_price_wti,indonesia_idr_usd,mexico_mxn_usd,sugar_price,sp500_price,nestle_stock,us_dollar_index,shipping_proxy,volatility_index,dgs10_yield,target_log_return_front_month,target_log_return_second_month,target_log_return_third_month,target_log_return_fourth_month,target_log_return_fifth_month
2000-03-29,0.0210784311279143,-0.2753740862167152,46.965091235880145,-0.8615647467184999,0.1336921601286829,-0.9952569068471828,-2.6999999999999886,-2.6000000000000085,-3.299999999999997,-3.25,21.296165,1.4000001,28.41775,0.5,18.1525,10.5,25.508337,10.3,1748.0,1.74,26.36,43.65,9.235,5.420000076293945,1508.52001953125,9.145066261291504,106.25,2480.448486328125,24.100000381469727,6.18,-0.020418793988759378,-0.020375023729169328,-0.019418085857101627,-0.019749295385018028,-0.035168459472665226
2000-03-30,0.020564015988771462,-0.1898250717630731,46.02186906186822,-0.8486817180918393,0.11726015100427478,-0.9659418690961141,-2.549999999999997,-2.6500000000000057,-3.049999999999997,-3.0999999999999943,21.064917,0.1,28.219831,0.0,18.21292,5.0,25.004166,7.9999995,1748.0,1.753,26.67,43.65,9.306,5.550000190734863,1487.9200439453125,9.196732521057127,105.47000122070312,2510.094970703125,25.46999931335449,6.06,-0.02593734830520301,-0.02289084212890275,-0.02185625248091764,-0.01988316745220274,-0.018453950752319506
2000-03-31,0.02004189900230088,0.09401415099407728,46.5993531694209,-0.8129621746596314,0.12238375554918624,-0.9353459302088176,-2.5999999999999943,-2.6500000000000057,-2.950000000000003,-3.0999999999999943,21.252415,0.0,28.263582,0.90000004,18.217083,9.500001,24.645834,7.0000005,1748.0,1.742,26.86,43.65,9.2895,5.900000095367432,1498.5799560546875,9.312986373901367,105.44000244140624,2470.56591796875,24.11000061035156,6.03,-0.04033995064492919,-0.0373785727424948,-0.0364526340996195,-0.03316224843528042,-0.031356068531372155
2000-04-03,0.019521079086504994,-0.7989143636373413,42.66669774142258,-0.9033475788120597,0.025598681117406374,-0.9289462599294661,-2.6500000000000057,-2.5999999999999943,-3.1500000000000057,-3.200000000000003,20.358665,0.0,29.434418,0.6,18.487919,6.9999995,25.59375,2.5,1748.0,1.742,26.28,43.632,9.29,5.909999847412109,1505.969970703125,9.351734161376951,105.54000091552734,2411.272705078125,24.030000686645508,6.0,-0.05485651951627988,-0.05141891463770007,-0.04965220306115886,-0.04488377689574175,-0.04221551852734668
2000-04-04,0.01937684635768761,-1.0233512148701804,38.314002801019114,-1.1234119543866257,-0.15557255556572758,-0.9678393988208981,-2.6500000000000057,-2.549999999999997,-3.200000000000003,-3.200000000000003,18.767,0.0,28.715662,1.0000001,18.202505,10.8,25.51458,6.4,1213.0,1.745,25.46,43.65,9.312,5.809999942779541,1494.72998046875,9.30006980895996,105.16999816894533,2490.330810546875,27.1200008392334,5.9,-0.036108677446651416,-0.03163882286613867,-0.02890374618234899,-0.02709180170835323,-0.0244688238460114
2000-04-05,0.019462774816649778,0.862885048119301,43.582498807673446,-1.1474121124078778,-0.14365817086958366,-1.0037539415382941,-2.6500000000000057,-2.6499999999999915,-3.200000000000003,-1.4500000000000028,19.258665,0.0,28.319832,0.0,18.36917,12.400002,25.839582,1.5,1213.0,1.755,25.76,43.68,9.395,6.019999980926514,1487.3699951171875,9.661737442016602,105.29000091552734,2465.783203125,28.40999984741211,5.9,-0.07758992253410497,-0.0709094988106155,-0.06659478880293854,-0.06363231355403301,-0.045306306967583726
2000-04-06,0.019379221661114488,-0.4861970357744112,41.45188975889149,-1.2289232092916649,-0.18013541420269652,-1.0487877950889684,-2.8000000000000114,-2.6999999999999886,-3.200000000000003,-3.200000000000003,19.744083,0.0,29.299002,0.0,18.671251,6.0999994,25.464582,7.3,1213.0,1.745,25.51,43.65,9.364,5.960000038146973,1501.3399658203125,9.584235191345217,105.5199966430664,2470.56591796875,27.149999618530277,5.93,-0.0629202642081881,-0.05758414503970349,-0.05260561428668284,-0.044804507239228394,-0.039806250400419706
2000-04-07,0.019010638575012503,-0.6584934099567692,38.76643063014368,-1.3784954566018541,-0.2637661292103086,-1.1147293273915455,-2.8000000000000114,-2.6499999999999915,-3.200000000000003,-3.200000000000003,20.352417,0.5,28.315666,3.9,18.2525,15.699999,25.293753,3.1,1213.0,1.746,24.97,43.67,9.3222,5.889999866485596,1516.3499755859375,9.558402061462402,105.97000122070312,2401.390380859375,24.38999938964844,5.86,-0.07233321185918362,-0.0650594901516985,-0.059821755242434604,-0.05165801386153457,-0.04449254810013376
2000-04-10,0.018761696620418992,-1.6049848772465425,33.28580688384691,-1.7152999756442853,-0.48045651860219163,-1.2348434570420936,-2.8499999999999943,-2.6500000000000057,-3.5,-3.3499999999999943,20.475332,2.0,27.219835,10.4,19.427502,4.0,25.020828,21.400002,1213.0,1.738,23.91,43.66,9.29,5.860000133514404,1504.4599609375,9.506736755371094,105.68000030517578,2174.09814453125,25.989999771118164,5.8,-0.04064956586218516,-0.03424817212975823,-0.029808466297826085,-0.02588831058826724,-0.02085823012040981
2000-04-11,0.019652768822937747,-0.055029253160591034,33.114899713454314,-1.967607789986431,-0.5862114663554698,-1.3813963236309612,-3.0,-2.75,-3.299999999999997,-3.4000000000000057,21.042,0.7,27.396917,6.3,18.598333,8.9,25.349998,19.0,-2427.0,1.7475,24.17,43.68,9.366,5.96999979019165,1500.5899658203125,9.584235191345217,105.94000244140624,2193.86279296875,27.25,5.89,-0.026234453127484018,-0.01569255183963339,-0.014771317320312543,-0.00951481964133862,-0.00551979322359781
2000-04-12,0.0191419050152582,-1.2896891758461404,29.306692682134734,-2.3303263591720196,-0.7591440284328468,-1.5711823307391728,-3.0999999999999943,-2.9000000000000057,-3.299999999999997,-3.299999999999997,21.281582,1.0,26.73233,1.9000001,18.379587,13.5,25.122917,8.2,-2427.0,1.748,25.49,43.7,9.397,6.03000020980835,1467.1700439453125,9.558402061462402,105.95999908447266,2431.037109375,28.979999542236328,5.97,0.01579811687659131,0.02135312447056906,0.02123012345653396,0.025281575443841364,0.029067790474675823
2000-04-13,0.019562952673648572,0.2682385571446114,31.121651020121043,-2.548065108714326,-0.7815062223801224,-1.7665588863342034,-3.1499999999999915,-3.0500000000000114,-3.8499999999999943,-3.5999999999999943,21.352415,9.7,27.26983,1.2,17.937918,5.2999997,25.539583,20.0,-2427.0,1.764,25.29,43.7,9.399,6.159999847412109,1440.510009765625,9.455069541931152,106.13999938964844,2440.91943359375,29.399999618530277,5.94,0.03169919867344263,0.03760784130229624,0.03649152153244541,0.03471267847063625,0.03447053298384935
2000-04-14,0.01909489348056073,-1.14854413270428,27.952928477054726,-2.8531531306211093,-0.8692753954295247,-1.9838777351915846,-3.299999999999997,-3.0,-3.8499999999999943,-3.799999999999997,21.31075,2.0,27.569832,5.1,17.477503,13.699999,25.83542,21.6,-2427.0,1.786,25.48,43.75,9.501,6.230000019073486,1356.56005859375,9.351734161376951,105.75,2253.156005859375,33.4900016784668,5.85,0.01712187359675137,0.018585976411766285,0.0200106727102718,0.019268418865876987,0.017666661248770026
2000-04-17,0.01932980896142555,0.08129447388095942,28.526370483315826,-3.047701830056667,-0.8510592758920659,-2.196642554164601,-3.3500000000000085,-3.0,-3.799999999999997,-3.799999999999997,20.585749,0.5,27.034416,3.8000002,18.454584,3.4,25.364584,19.5,-2427.0,1.789,26.06,43.68,9.4825,6.449999809265137,1401.43994140625,9.455069541931152,106.12999725341795,2213.62744140625,28.950000762939453,6.01,0.02972618026520069,0.024147076143254363,0.02293221130601877,0.022095039088692345,0.019940377830180916
2000-04-18,0.01883214664346505,0.7080252610747317,33.29132666536202,-3.06567928026908,-0.6952293808835832,-2.370449899385497,-3.950000000000003,-2.799999999999997,-3.799999999999997,-3.8000000000000114,20.954498,0.5,26.869833,4.2,18.55042,7.7,25.537497,7.5,-4059.0,1.766,25.92,43.7,9.437,6.349999904632568,1441.6099853515625,9.261316299438477,106.62999725341795,2213.62744140625,26.1200008392334,6.05,0.0074152882154963256,-0.005115100666770377,-0.0029806281381377893,-0.0028721896240957384,-0.003696861881326203
2000-04-19,0.01862419384359755,0.9313403010345391,39.066048043640905,-2.9132037295207454,-0.4342030641081984,-2.479000665412547,-3.700000000000003,-2.9499999999999886,-3.8000000000000114,-3.799999999999997,21.500334,3.4,26.971918,8.9,18.215002,7.3,25.862501,4.8,-4059.0,1.766,27.38,43.7,9.391,6.409999847412109,1427.469970703125,9.196732521057127,107.12999725341795,2174.09814453125,27.020000457763672,5.99,-0.008921602077885431,-0.019812687708958523,-0.01873822084635506,-0.019501212528342065,-0.0188208447366812
2000-04-20,0.018617325849750187,1.135964432604207,45.3911347541503,-2.5970111615039855,-0.09440839687315083,-2.5026027646308346,-3.8499999999999943,-3.0500000000000114,-3.799999999999997,-3.700000000000003,21.402414,7.899999,27.665667,1.3,18.815,10.8,25.141665,13.799999,-4059.0,1.781,27.29,43.687,9.403,6.440000057220459,1434.5400390625,9.196732521057127,107.4499969482422,2174.09814453125,25.850000381469727,5.99,-0.025383388205318755,-0.036076056473809535,-0.03599610413316226,-0.03471267847063626,-0.03308708798570309
2000-04-24,0.018835375438208134,-1.938302375133098,38.11638991027291,-2.598888651958049,-0.07702870986177146,-2.5218599420962775,-3.5,-3.200000000000003,-3.8499999999999943,-3.700000000000003,18.592001,0.0,27.80108,3.0,18.760834,17.4,25.42292,10.600001,-4059.0,1.79,27.41,43.655,9.4405,6.369999885559082,1429.8599853515625,9.196732521057127,107.27999877929688,2174.09814453125,27.3700008392334,6.0,0.06221486863976965,0.05764138897611789,0.053989013785779666,0.05069674244001366,0.048570697472622305
2000-04-25,0.02032995015794188,0.6972822465405881,41.97901227429904,-2.4630503478755372,0.04704767537659249,-2.5100980232521297,-2.9000000000000057,-2.950000000000003,-3.799999999999997,-3.6500000000000057,18.089914,0.0,27.890665,0.70000005,19.11917,6.1000004,26.170832,7.6000004,-3498.0,1.79,26.41,43.7,9.405,6.360000133514404,1477.43994140625,9.222567558288574,108.69000244140624,2253.156005859375,25.239999771118164,6.14,0.03595662127858676,0.039806250400419574,0.037722073978374245,0.035926420276534365,0.03474294844387284
2000-04-26,0.020083389309763874,-0.4469990780641203,40.27447562006808,-2.396361644131403,0.0909891032965815,-2.4873507474279846,-2.75,-3.0,-3.799999999999997,-3.700000000000003,17.46075,0.0,28.348997,1.6,18.919168,2.5000002,25.66667,13.7,-3498.0,1.799,24.69,43.7,9.409,6.269999980926514,1460.989990234375,9.235481262207031,108.5500030517578,2371.743896484375,26.96999931335449,6.14,-0.003171250015017193,-0.003081666537408112,-0.002490661312451919,-0.00288046286535403,-0.002317498140362479
2000-04-27,0.01967389014904952,0.051264493183555575,40.58015868151309,-2.3088264871337856,0.1428194082353591,-2.4516458953691447,-2.6000000000000085,-3.0,-3.6499999999999915,-3.8000000000000114,17.762835,0.0,28.399,0.5,19.304585,7.3,26.025,7.1,-3498.0,1.811,25.53,43.7,9.454,6.179999828338623,1464.9200439453125,9.041732788085938,109.56999969482422,2371.743896484375,26.190000534057617,6.23,0.020866693471981702,0.025330634992839343,0.024097551579060524,0.022793009528556566,0.021545642062866396
2000-04-28,0.019162065872983483,0.2445891742128777,42.01829347432996,-2.1780359625671792,0.21888794624157226,-2.3969239088087515,-2.700000000000003,-2.950000000000003,-3.799999999999997,-3.75,18.623251,0.0,28.734415,0.1,19.623335,0.1,26.029167,3.6000001,-3498.0,1.805,25.71,43.7,9.411,5.159999847412109,1452.4300537109375,9.093400955200195,110.13999938964844,2243.2744140625,26.200000762939453,6.23,0.01613357919284837,0.017198198297220822,0.017186772175665985,0.014688726545655194,0.013730192811902037
2000-05-01,0.01870022721772124,2.7320311834644913,55.03927180398845,-1.6518834323504024,0.5960323811666792,-2.2479158135170816,-3.25,-3.0,-3.700000000000003,-3.6500000000000057,20.527414,0.0,27.848997,17.4,18.908752,4.1,24.906252,5.2000003,-3498.0,1.807,25.84,43.67,9.335,6.53000020980835,1468.25,9.093400955200195,109.62999725341795,2338.14404296875,25.8799991607666,6.29,-0.03190951914444062,-0.03338552572976583,-0.033400051208158074,-0.03272935601924772,-0.031210736610141544
2000-05-02,0.021951873744658675,-0.5504101464657406,52.01989036923977,-1.3165572798176157,0.745086826959573,-2.0616441067771887,-3.4000000000000057,-2.8499999999999943,-3.75,-3.6500000000000057,20.31075,0.3,27.694838,8.3,19.179586,5.4,26.022917,6.7,-1081.0,1.8,26.86,43.75,9.334,6.400000095367432,1446.2900390625,9.196732521057127,110.26000213623048,2312.449462890625,28.5,6.32,-0.01679001538237238,-0.020202707317519466,-0.018683178175869182,-0.018968877803333343,-0.017897569457542676
2000-05-03,0.021556107810910823,-2.231624012156885,42.32943541309664,-1.4097740289179228,0.5214960622874127,-1.9312700912053355,-2.75,-3.049999999999997,-3.75,-3.75,20.437834,0.0,27.446915,3.8999999,19.796251,1.5000001,25.752083,1.1,-1081.0,1.816,26.6,43.73,9.3675,6.400000095367432,1415.0999755859375,9.041732788085938,111.26000213623048,2282.80322265625,31.6299991607666,6.4,0.02921438855103715,0.02939897485478135,0.02706192204295716,0.024692612590371414,0.023843403718888247
2000-05-04,0.023937019584098884,1.0463506288425712,47.740502701504475,-1.2752883021000088,0.5247854312842617,-1.8000737333842705,-3.1000000000000085,-2.950000000000003,-3.5999999999999943,-3.75,19.871164,0.0,27.676085,2.3,19.273336,7.1000004,25.824999,7.1999993,-1081.0,1.814,27.08,43.67,9.3965,6.53000020980835,1409.5699462890625,9.170900344848633,111.8000030517578,2253.156005859375,30.770000457763672,6.46,-0.00985740796361228,-0.012585114506973171,-0.0127141076956225,-0.012281684845870338,-0.013239179905113106
2000-05-05,0.02404077888264224,-0.0019250795189875607,47.740502701504475,-1.1553887918910988,0.5157479531945375,-1.6711367450856363,-2.8500000000000085,-3.0,-3.5999999999999943,-3.700000000000003,19.43575,0.0,27.728167,2.5,18.790003,18.1,26.343752,0.8,-1081.0,1.8125,27.37,43.7,9.48,6.590000152587891,1432.6300048828125,9.235481262207031,111.30999755859376,2263.038330078125,27.530000686645508,6.51,-0.05355109222656005,-0.05356584246809562,-0.05298590628602305,-0.049660721734147636,-0.04652001563489282
2000-05-08,0.023379803475463836,0.13030501144263582,48.4418058820402,-1.0243519814209776,0.517427810931727,-1.5417797923527046,-3.0,-2.8999999999999915,-3.6500000000000057,-3.700000000000003,20.831583,0.0,28.5365,1.7,18.969168,5.0999994,26.254168,6.6,-1081.0,1.805,28.05,43.7,9.4825,6.449999809265137,1424.1700439453125,9.351734161376951,111.4499969482422,2292.685791015625,28.200000762939453,6.57,-0.06265318336084826,-0.06603739726130707,-0.06205091748346324,-0.06036106704676426,-0.05875815822207183
2000-05-09,0.02275252494710092,0.1334783601439482,49.17630536939081,-0.8860826628883132,0.5245577035715132,-1.4106403664598264,-3.0,-2.950000000000003,-3.6499999999999915,-3.700000000000003,21.08575,0.70000005,28.292753,8.7,18.490002,14.400001,26.260414,22.6,-578.0,1.8075,28.46,43.7,9.4875,6.5,1412.1400146484375,9.506736755371094,110.75,2292.685791015625,28.93000030517578,6.53,-0.05483714303293329,-0.05947421360561155,-0.05619176320885369,-0.05471614213768274,-0.053791362658603
2000-05-10,0.022146458373859725,-0.0948559733840453,48.67842643095972,-0.7836086080505993,0.5016254067273818,-1.285234014777981,-2.8499999999999943,-2.9000000000000057,-3.5999999999999943,-3.75,19.335747,0.0,27.3115,5.6,19.015001,10.0,25.677084,26.1,-578.0,1.818,28.1,44.3,9.572,6.5,1383.050048828125,9.558402061462402,110.8000030517578,2292.685791015625,29.8700008392334,6.47,-0.05767268487211087,-0.06607149707679834,-0.06001800972625292,-0.058925784232613666,-0.05830515708182223
2000-05-11,0.02155467110577055,-0.6506840652491226,45.34146016680399,-0.8020849627156252,0.3865192416498848,-1.18860420436551,-2.799999999999997,-2.8999999999999915,-3.6000000000000085,-3.5999999999999943,16.769085,0.0,27.265669,10.5,19.183752,10.700001,26.083334,20.1,-578.0,1.82,29.25,44.44,9.583,6.630000114440918,1407.81005859375,9.79090690612793,111.5199966430664,2280.3623046875,27.76000022888184,6.43,-0.046967009607916964,-0.04772689984810205,-0.04221732449589202,-0.0407427834623501,-0.040324263016976586
