timestamp,cycle_id,contract,stage,outcome,detail,price_snapshot,bid,ask,initial_limit,fill_price,walk_away_price,regime,source
2026-02-10 17:16:36.233631+00:00,KC-dd87f290,KCH7 (202703),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",272.85,,,,,,,BACKFILL
2026-02-10 17:16:36.233631+00:00,KC-dd87f290,KCH7 (202703),COMPLIANCE_AUDIT,PASS,Approved,272.85,,,,,,,BACKFILL
2026-02-10 17:16:36.233631+00:00,KC-dd87f290,KCH7 (202703),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2725, conviction_mult=1.0",272.85,,,,,,,BACKFILL
2026-02-11 14:05:00.945787+00:00,KC-9247d4ca,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.3506, conviction_mult=1.0",293.5,,,,,,,BACKFILL
2026-02-11 14:05:00.945787+00:00,KC-9247d4ca,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,293.5,,,,,,,BACKFILL
2026-02-11 14:05:00.945787+00:00,KC-9247d4ca,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",293.5,,,,,,,BACKFILL
2026-02-11 14:06:55.594984+00:00,KC-2b35f553,KCN6 (202607),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.3204, conviction_mult=1.0",288.8,,,,,,,BACKFILL
2026-02-11 14:06:55.594984+00:00,KC-2b35f553,KCN6 (202607),COMPLIANCE_AUDIT,PASS,Approved,288.8,,,,,,,BACKFILL
2026-02-11 14:06:55.594984+00:00,KC-2b35f553,KCN6 (202607),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",288.8,,,,,,,BACKFILL
2026-02-11 14:09:19.179541+00:00,KC-d1712117,KCU6 (202609),COMPLIANCE_AUDIT,PASS,Approved,284.05,,,,,,,BACKFILL
2026-02-11 14:09:19.179541+00:00,KC-d1712117,KCU6 (202609),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",284.05,,,,,,,BACKFILL
2026-02-11 14:09:19.179541+00:00,KC-d1712117,KCU6 (202609),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2362, conviction_mult=1.0",284.05,,,,,,,BACKFILL
2026-02-11 14:10:18.931411+00:00,KC-624aa87f,KCZ6 (202612),COMPLIANCE_AUDIT,PASS,Approved,279.45,,,,,,,BACKFILL
2026-02-11 14:10:18.931411+00:00,KC-624aa87f,KCZ6 (202612),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",279.45,,,,,,,BACKFILL
2026-02-11 14:10:18.931411+00:00,KC-624aa87f,KCZ6 (202612),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.3454, conviction_mult=1.0",279.45,,,,,,,BACKFILL
2026-02-11 14:11:07.798293+00:00,KC-49631e25,KCH7 (202703),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.9, thesis=PROVEN, weighted_score=-0.2931, conviction_mult=1.0",275.8,,,,,,,BACKFILL
2026-02-11 14:11:07.798293+00:00,KC-49631e25,KCH7 (202703),COMPLIANCE_AUDIT,PASS,Approved,275.8,,,,,,,BACKFILL
2026-02-11 14:11:07.798293+00:00,KC-49631e25,KCH7 (202703),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",275.8,,,,,,,BACKFILL
2026-02-11 16:49:05.268103+00:00,KC-20c0a2dd,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2362, conviction_mult=1.0",290.15,,,,,,,BACKFILL
2026-02-11 16:49:05.268103+00:00,KC-20c0a2dd,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,290.15,,,,,,,BACKFILL
2026-02-11 16:49:05.268103+00:00,KC-20c0a2dd,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",290.15,,,,,,,BACKFILL
2026-02-11 16:54:47.902800+00:00,KC-db39769f,KCU6 (202609),COMPLIANCE_AUDIT,PASS,Approved,281.9,,,,,,,BACKFILL
2026-02-11 16:54:47.902800+00:00,KC-db39769f,KCU6 (202609),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",281.9,,,,,,,BACKFILL
2026-02-11 16:54:47.902800+00:00,KC-db39769f,KCU6 (202609),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.3109, conviction_mult=1.0",281.9,,,,,,,BACKFILL
2026-02-11 16:55:46.865495+00:00,KC-25a36977,KCZ6 (202612),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.45, thesis=SPECULATIVE, weighted_score=-0.1689, conviction_mult=1.0",277.75,,,,,,,BACKFILL
2026-02-11 16:55:46.865495+00:00,KC-25a36977,KCZ6 (202612),COMPLIANCE_AUDIT,PASS,Approved,277.75,,,,,,,BACKFILL
2026-02-11 16:55:46.865495+00:00,KC-25a36977,KCZ6 (202612),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",277.75,,,,,,,BACKFILL
2026-02-11 16:58:06.784829+00:00,KC-4c4106f1,KCH7 (202703),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2586, conviction_mult=1.0",274.85,,,,,,,BACKFILL
2026-02-11 16:58:06.784829+00:00,KC-4c4106f1,KCH7 (202703),COMPLIANCE_AUDIT,PASS,Approved,274.85,,,,,,,BACKFILL
2026-02-11 16:58:06.784829+00:00,KC-4c4106f1,KCH7 (202703),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",274.85,,,,,,,BACKFILL
2026-02-11 16:59:24.377991+00:00,KC-10695926,KCN6 (202607),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.1667, conviction_mult=1.0",286.3,,,,,,,BACKFILL
2026-02-11 16:59:24.377991+00:00,KC-10695926,KCN6 (202607),COMPLIANCE_AUDIT,PASS,Approved,286.3,,,,,,,BACKFILL
2026-02-11 16:59:24.377991+00:00,KC-10695926,KCN6 (202607),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",286.3,,,,,,,BACKFILL
2026-02-12 08:39:03.595514+00:00,KC-c63d0429,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=DIRECTIONAL",292.85,,,,,,,BACKFILL
2026-02-12 08:39:03.595514+00:00,KC-c63d0429,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,292.85,,,,,,,BACKFILL
2026-02-12 08:39:03.595514+00:00,KC-c63d0429,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.35, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=0.5",292.85,,,,,,,BACKFILL
2026-02-12 08:43:25.073840+00:00,KC-e29c7f97,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",292.85,,,,,,,BACKFILL
2026-02-12 08:43:25.073840+00:00,KC-e29c7f97,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,292.85,,,,,,,BACKFILL
2026-02-12 08:43:25.073840+00:00,KC-e29c7f97,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",292.85,,,,,,,BACKFILL
2026-02-12 12:09:55.865296+00:00,KC-4aa2dd8b,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",296.9,,,,,,,BACKFILL
2026-02-12 12:09:55.865296+00:00,KC-4aa2dd8b,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,296.9,,,,,,,BACKFILL
2026-02-12 12:09:55.865296+00:00,KC-4aa2dd8b,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",296.9,,,,,,,BACKFILL
2026-02-12 12:42:05.637689+00:00,KC-6c33429d,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,297.3,,,,,,,BACKFILL
2026-02-12 12:42:05.637689+00:00,KC-6c33429d,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",297.3,,,,,,,BACKFILL
2026-02-12 12:42:05.637689+00:00,KC-6c33429d,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",297.3,,,,,,,BACKFILL
2026-02-12 13:40:46.054071+00:00,KC-f6a07b20,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",296.85,,,,,,,BACKFILL
2026-02-12 13:40:46.054071+00:00,KC-f6a07b20,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,296.85,,,,,,,BACKFILL
2026-02-12 13:40:46.054071+00:00,KC-f6a07b20,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",296.85,,,,,,,BACKFILL
2026-02-12 14:05:02.187003+00:00,KC-1d99cb3b,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,296.0,,,,,,,BACKFILL
2026-02-12 14:05:02.187003+00:00,KC-1d99cb3b,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",296.0,,,,,,,BACKFILL
2026-02-12 14:05:02.187003+00:00,KC-1d99cb3b,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.35, thesis=PLAUSIBLE, weighted_score=0.1184, conviction_mult=0.5",296.0,,,,,,,BACKFILL
2026-02-12 14:07:31.075395+00:00,KC-f9505fe1,KCN6 (202607),COMPLIANCE_AUDIT,PASS,Approved,292.0,,,,,,,BACKFILL
2026-02-12 14:07:31.075395+00:00,KC-f9505fe1,KCN6 (202607),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",292.0,,,,,,,BACKFILL
2026-02-12 14:07:31.075395+00:00,KC-f9505fe1,KCN6 (202607),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=0.0401, conviction_mult=1.0",292.0,,,,,,,BACKFILL
2026-02-12 14:09:16.539881+00:00,KC-e4aa06fa,KCU6 (202609),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",287.35,,,,,,,BACKFILL
2026-02-12 14:09:16.539881+00:00,KC-e4aa06fa,KCU6 (202609),COMPLIANCE_AUDIT,PASS,Approved,287.35,,,,,,,BACKFILL
2026-02-12 14:09:16.539881+00:00,KC-e4aa06fa,KCU6 (202609),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.0799, conviction_mult=1.0",287.35,,,,,,,BACKFILL
2026-02-12 14:10:23.248750+00:00,KC-3facb5dd,KCH7 (202703),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.0837, conviction_mult=1.0",280.65,,,,,,,BACKFILL
2026-02-12 14:10:23.248750+00:00,KC-3facb5dd,KCH7 (202703),COMPLIANCE_AUDIT,PASS,Approved,280.65,,,,,,,BACKFILL
2026-02-12 14:10:23.248750+00:00,KC-3facb5dd,KCH7 (202703),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",280.65,,,,,,,BACKFILL
2026-02-12 14:10:31.981180+00:00,KC-722ad9a2,KCZ6 (202612),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2957, conviction_mult=1.0",283.55,,,,,,,BACKFILL
2026-02-12 14:10:31.981180+00:00,KC-722ad9a2,KCZ6 (202612),COMPLIANCE_AUDIT,PASS,Approved,283.55,,,,,,,BACKFILL
2026-02-12 14:10:31.981180+00:00,KC-722ad9a2,KCZ6 (202612),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",283.55,,,,,,,BACKFILL
2026-02-12 15:10:38.049152+00:00,KC-df64445e,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,298.4,,,,,,,BACKFILL
2026-02-12 15:10:38.049152+00:00,KC-df64445e,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",298.4,,,,,,,BACKFILL
2026-02-12 15:10:38.049152+00:00,KC-df64445e,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",298.4,,,,,,,BACKFILL
2026-02-12 16:40:33.420213+00:00,KC-917f92b1,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",293.75,,,,,,,BACKFILL
2026-02-12 16:40:33.420213+00:00,KC-917f92b1,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,293.75,,,,,,,BACKFILL
2026-02-12 16:40:33.420213+00:00,KC-917f92b1,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",293.75,,,,,,,BACKFILL
2026-02-12 16:43:20.706305+00:00,KC-0db7eada,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",292.95,,,,,,,BACKFILL
2026-02-12 16:43:20.706305+00:00,KC-0db7eada,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,292.95,,,,,,,BACKFILL
2026-02-12 16:43:20.706305+00:00,KC-0db7eada,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",292.95,,,,,,,BACKFILL
2026-02-12 16:46:04.678838+00:00,KC-5b1db3b6,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",293.45,,,,,,,BACKFILL
2026-02-12 16:46:04.678838+00:00,KC-5b1db3b6,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",293.45,,,,,,,BACKFILL
2026-02-12 16:46:04.678838+00:00,KC-5b1db3b6,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,293.45,,,,,,,BACKFILL
2026-02-12 16:49:17.939756+00:00,KC-c5544dcc,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",293.65,,,,,,,BACKFILL
2026-02-12 16:49:17.939756+00:00,KC-c5544dcc,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,293.65,,,,,,,BACKFILL
2026-02-12 16:49:17.939756+00:00,KC-c5544dcc,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.0602, conviction_mult=1.0",293.65,,,,,,,BACKFILL
2026-02-12 16:51:46.597942+00:00,KC-34225a1f,KCN6 (202607),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.0896, conviction_mult=1.0",290.0,,,,,,,BACKFILL
2026-02-12 16:51:46.597942+00:00,KC-34225a1f,KCN6 (202607),COMPLIANCE_AUDIT,PASS,Approved,290.0,,,,,,,BACKFILL
2026-02-12 16:51:46.597942+00:00,KC-34225a1f,KCN6 (202607),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",290.0,,,,,,,BACKFILL
2026-02-12 16:53:21.695538+00:00,KC-9b26f326,KCU6 (202609),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.45, thesis=SPECULATIVE, weighted_score=-0.2451, conviction_mult=1.0",286.0,,,,,,,BACKFILL
2026-02-12 16:53:21.695538+00:00,KC-9b26f326,KCU6 (202609),COMPLIANCE_AUDIT,PASS,Approved,286.0,,,,,,,BACKFILL
2026-02-12 16:53:21.695538+00:00,KC-9b26f326,KCU6 (202609),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",286.0,,,,,,,BACKFILL
2026-02-12 16:54:49.825250+00:00,KC-3f672acc,KCZ6 (202612),COMPLIANCE_AUDIT,PASS,Approved,281.9,,,,,,,BACKFILL
2026-02-12 16:54:49.825250+00:00,KC-3f672acc,KCZ6 (202612),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BULL_CALL_SPREAD",281.9,,,,,,,BACKFILL
2026-02-12 16:54:49.825250+00:00,KC-3f672acc,KCZ6 (202612),COUNCIL_DECISION,PASS,"direction=BULLISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=0.4022, conviction_mult=1.0",281.9,,,,,,,BACKFILL
2026-02-12 16:55:29.723584+00:00,KC-712659de,KCH7 (202703),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.7, thesis=PLAUSIBLE, weighted_score=-0.2957, conviction_mult=1.0",278.95,,,,,,,BACKFILL
2026-02-12 16:55:29.723584+00:00,KC-712659de,KCH7 (202703),COMPLIANCE_AUDIT,PASS,Approved,278.95,,,,,,,BACKFILL
2026-02-12 16:55:29.723584+00:00,KC-712659de,KCH7 (202703),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=BEAR_PUT_SPREAD",278.95,,,,,,,BACKFILL
2026-02-13 12:24:20.561233+00:00,KC-5ca9e399,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=1.0",303.8,,,,,,,BACKFILL
2026-02-13 12:24:20.561233+00:00,KC-5ca9e399,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,303.8,,,,,,,BACKFILL
2026-02-13 12:24:20.561233+00:00,KC-5ca9e399,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",303.8,,,,,,,BACKFILL
2026-02-13 13:46:16.550569+00:00,KC-1f200878,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=DIRECTIONAL",301.55,,,,,,,BACKFILL
2026-02-13 13:46:16.550569+00:00,KC-1f200878,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.35, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=0.5",301.55,,,,,,,BACKFILL
2026-02-13 13:46:16.550569+00:00,KC-1f200878,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,301.55,,,,,,,BACKFILL
2026-02-13 15:25:40.202311+00:00,KC-34d80709,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=DIRECTIONAL",301.3,,,,,,,BACKFILL
2026-02-13 15:25:40.202311+00:00,KC-34d80709,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.35, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=0.5",301.3,,,,,,,BACKFILL
2026-02-13 15:25:40.202311+00:00,KC-34d80709,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,301.3,,,,,,,BACKFILL
2026-02-13 16:55:54.567003+00:00,KC-4a43184c,KCK6 (202605),COUNCIL_DECISION,PASS,"direction=BEARISH, confidence=0.35, thesis=PLAUSIBLE, weighted_score=0.0, conviction_mult=0.5",297.6,,,,,,,BACKFILL
2026-02-13 16:55:54.567003+00:00,KC-4a43184c,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,297.6,,,,,,,BACKFILL
2026-02-13 16:55:54.567003+00:00,KC-4a43184c,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=DIRECTIONAL, strategy=DIRECTIONAL",297.6,,,,,,,BACKFILL
2026-02-17 09:43:46.071314+00:00,KC-e676b72f,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PROVEN, weighted_score=0.0, conviction_mult=1.0",296.9,,,,,,,BACKFILL
2026-02-17 09:43:46.071314+00:00,KC-e676b72f,KCK6 (202605),COMPLIANCE_AUDIT,PASS,Approved,296.9,,,,,,,BACKFILL
2026-02-17 09:43:46.071314+00:00,KC-e676b72f,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",296.9,,,,,,,BACKFILL
2026-02-17 09:47:17.821624+00:00,KC-83b7b328,KCK6 (202605),COMPLIANCE_AUDIT,BLOCK,nan,296.2,,,,,,,BACKFILL
2026-02-17 09:47:17.821624+00:00,KC-83b7b328,KCK6 (202605),STRATEGY_SELECTION,PASS,"prediction_type=VOLATILITY, strategy=IRON_CONDOR",296.2,,,,,,,BACKFILL
2026-02-17 09:47:17.821624+00:00,KC-83b7b328,KCK6 (202605),COUNCIL_DECISION,INFO,"direction=NEUTRAL, confidence=0.0, thesis=PLAUSIBLE, weighted_score=-0.2732, conviction_mult=1.0",296.2,,,,,,,BACKFILL
